operation, CNOT count, 1-qubit Clifford count, T count, R count, M count, T depth, initial width, extra width, comment, full depth
QLowMC.InPlace.L0.AffineLayer, 479, 18, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 5, 207
QLowMC.Round, 1582, 78, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 5, 217
QLowMC.InPlace.L0.KeyExpansion, 493, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 6, 217
QLowMC.InPlace.L0.AffineLayer, 490, 18, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 6, 193
QLowMC.Round, 1615, 78, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 6, 218
QLowMC.InPlace.L0.KeyExpansion, 493, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 7, 172
QLowMC.InPlace.L0.AffineLayer, 479, 11, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 7, 191
QLowMC.Round, 1604, 71, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 7, 203
QLowMC.InPlace.L0.KeyExpansion, 479, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 8, 181
QLowMC.InPlace.L0.AffineLayer, 491, 18, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 8, 223
QLowMC.Round, 1602, 78, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 8, 233
QLowMC.InPlace.L0.KeyExpansion, 480, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 9, 164
QLowMC.InPlace.L0.AffineLayer, 474, 17, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 9, 169
QLowMC.Round, 1586, 77, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 9, 179
QLowMC.InPlace.L0.KeyExpansion, 454, 0, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 10, 169
QLowMC.InPlace.L0.AffineLayer, 475, 13, 0, 0, 0, 0, 32, 0, in_place = true - L0 - round 10, 167
QLowMC.Round, 1561, 73, 210, 0, 0, 1, 94, 7, in_place = true - L0 - round 10, 176
QLowMC.InPlace.L1.KeyExpansion, 8065, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 0, 2043
QLowMC.InPlace.L1.KeyExpansion, 8104, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 1, 2438
QLowMC.InPlace.L1.AffineLayer, 8093, 60, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 1, 2365
QLowMC.Round, 16925, 120, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 1, 2439
QLowMC.InPlace.L1.KeyExpansion, 8165, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 2, 2416
QLowMC.InPlace.L1.AffineLayer, 8089, 66, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 2, 2279
QLowMC.Round, 16982, 126, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 2, 2417
QLowMC.InPlace.L1.KeyExpansion, 8055, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 3, 2305
QLowMC.InPlace.L1.AffineLayer, 7953, 62, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 3, 2187
QLowMC.Round, 16736, 122, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 3, 2306
QLowMC.InPlace.L1.KeyExpansion, 8039, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 4, 2308
QLowMC.InPlace.L1.AffineLayer, 8164, 78, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 4, 2393
QLowMC.Round, 16931, 138, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 4, 2394
QLowMC.InPlace.L1.KeyExpansion, 8078, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 5, 2101
QLowMC.InPlace.L1.AffineLayer, 8087, 68, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 5, 2400
QLowMC.Round, 16893, 128, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 5, 2401
QLowMC.InPlace.L1.KeyExpansion, 8021, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 6, 2143
QLowMC.InPlace.L1.AffineLayer, 8055, 53, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 6, 2128
QLowMC.Round, 16804, 113, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 6, 2144
QLowMC.InPlace.L1.KeyExpansion, 8077, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 7, 2152
QLowMC.InPlace.L1.AffineLayer, 8054, 73, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 7, 2243
QLowMC.Round, 16859, 133, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 7, 2244
QLowMC.InPlace.L1.KeyExpansion, 8002, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 8, 2291
QLowMC.InPlace.L1.AffineLayer, 8014, 61, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 8, 2215
QLowMC.Round, 16744, 121, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 8, 2292
QLowMC.InPlace.L1.KeyExpansion, 8089, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 9, 2357
QLowMC.InPlace.L1.AffineLayer, 7982, 65, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 9, 2405
QLowMC.Round, 16799, 125, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 9, 2406
QLowMC.InPlace.L1.KeyExpansion, 8001, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 10, 2189
QLowMC.InPlace.L1.AffineLayer, 7981, 54, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 10, 2324
QLowMC.Round, 16710, 114, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 10, 2325
QLowMC.InPlace.L1.KeyExpansion, 8086, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 11, 2271
QLowMC.InPlace.L1.AffineLayer, 8079, 58, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 11, 2295
QLowMC.Round, 16893, 118, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 11, 2296
QLowMC.InPlace.L1.KeyExpansion, 8027, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 12, 2418
QLowMC.InPlace.L1.AffineLayer, 8094, 60, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 12, 2377
QLowMC.Round, 16849, 120, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 12, 2419
QLowMC.InPlace.L1.KeyExpansion, 7977, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 13, 2435
QLowMC.InPlace.L1.AffineLayer, 7992, 71, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 13, 2195
QLowMC.Round, 16697, 131, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 13, 2436
QLowMC.InPlace.L1.KeyExpansion, 8074, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 14, 2364
QLowMC.InPlace.L1.AffineLayer, 8201, 67, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 14, 2316
QLowMC.Round, 17003, 127, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 14, 2365
QLowMC.InPlace.L1.KeyExpansion, 8096, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 15, 2283
QLowMC.InPlace.L1.AffineLayer, 8065, 58, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 15, 2348
QLowMC.Round, 16889, 118, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 15, 2349
QLowMC.InPlace.L1.KeyExpansion, 7989, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 16, 2263
QLowMC.InPlace.L1.AffineLayer, 8082, 71, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 16, 2169
QLowMC.Round, 16799, 131, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 16, 2264
QLowMC.InPlace.L1.KeyExpansion, 8091, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 17, 2355
QLowMC.InPlace.L1.AffineLayer, 8164, 57, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 17, 2546
QLowMC.Round, 16983, 117, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 17, 2547
QLowMC.InPlace.L1.KeyExpansion, 7948, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 18, 2501
QLowMC.InPlace.L1.AffineLayer, 8031, 55, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 18, 2215
QLowMC.Round, 16707, 115, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 18, 2502
QLowMC.InPlace.L1.KeyExpansion, 8074, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 19, 2211
QLowMC.InPlace.L1.AffineLayer, 7936, 59, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 19, 2474
QLowMC.Round, 16738, 119, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 19, 2475
QLowMC.InPlace.L1.KeyExpansion, 8001, 0, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 20, 2287
QLowMC.InPlace.L1.AffineLayer, 8045, 70, 0, 0, 0, 0, 128, 0, in_place = true - L1 - round 20, 2282
QLowMC.Round, 16774, 130, 210, 0, 0, 1, 286, 7, in_place = true - L1 - round 20, 2288
QLowMC.InPlace.L3.KeyExpansion, 18161, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 0, 4710
QLowMC.InPlace.L3.KeyExpansion, 18242, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 1, 4896
QLowMC.InPlace.L3.AffineLayer, 18080, 90, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 1, 5301
QLowMC.Round, 37114, 150, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 1, 5302
QLowMC.InPlace.L3.KeyExpansion, 18390, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 2, 4917
QLowMC.InPlace.L3.AffineLayer, 18235, 96, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 2, 4784
QLowMC.Round, 37417, 156, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 2, 4918
QLowMC.InPlace.L3.KeyExpansion, 18150, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 3, 4939
QLowMC.InPlace.L3.AffineLayer, 18183, 86, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 3, 5325
QLowMC.Round, 37125, 146, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 3, 5326
QLowMC.InPlace.L3.KeyExpansion, 18138, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 4, 5094
QLowMC.InPlace.L3.AffineLayer, 18180, 98, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 4, 5177
QLowMC.Round, 37110, 158, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 4, 5178
QLowMC.InPlace.L3.KeyExpansion, 18302, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 5, 5094
QLowMC.InPlace.L3.AffineLayer, 18310, 96, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 5, 5174
QLowMC.Round, 37404, 156, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 5, 5175
QLowMC.InPlace.L3.KeyExpansion, 18098, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 6, 4922
QLowMC.InPlace.L3.AffineLayer, 18375, 100, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 6, 4809
QLowMC.Round, 37265, 160, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 6, 4923
QLowMC.InPlace.L3.KeyExpansion, 18344, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 7, 4968
QLowMC.InPlace.L3.AffineLayer, 18293, 99, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 7, 5016
QLowMC.Round, 37429, 159, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 7, 5017
QLowMC.InPlace.L3.KeyExpansion, 18119, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 8, 5306
QLowMC.InPlace.L3.AffineLayer, 18194, 97, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 8, 4572
QLowMC.Round, 37105, 157, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 8, 5307
QLowMC.InPlace.L3.KeyExpansion, 18208, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 9, 5046
QLowMC.InPlace.L3.AffineLayer, 18117, 104, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 9, 5023
QLowMC.Round, 37117, 164, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 9, 5047
QLowMC.InPlace.L3.KeyExpansion, 18323, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 10, 5147
QLowMC.InPlace.L3.AffineLayer, 18259, 101, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 10, 4874
QLowMC.Round, 37374, 161, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 10, 5148
QLowMC.InPlace.L3.KeyExpansion, 18065, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 11, 4722
QLowMC.InPlace.L3.AffineLayer, 18259, 101, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 11, 4916
QLowMC.Round, 37116, 161, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 11, 4917
QLowMC.InPlace.L3.KeyExpansion, 18195, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 12, 5133
QLowMC.InPlace.L3.AffineLayer, 18265, 93, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 12, 5070
QLowMC.Round, 37252, 153, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 12, 5134
QLowMC.InPlace.L3.KeyExpansion, 18203, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 13, 5008
QLowMC.InPlace.L3.AffineLayer, 18196, 104, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 13, 4884
QLowMC.Round, 37191, 164, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 13, 5009
QLowMC.InPlace.L3.KeyExpansion, 18304, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 14, 4967
QLowMC.InPlace.L3.AffineLayer, 18210, 84, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 14, 5504
QLowMC.Round, 37306, 144, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 14, 5505
QLowMC.InPlace.L3.KeyExpansion, 18160, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 15, 4507
QLowMC.InPlace.L3.AffineLayer, 18270, 94, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 15, 5350
QLowMC.Round, 37222, 154, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 15, 5351
QLowMC.InPlace.L3.KeyExpansion, 18209, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 16, 5142
QLowMC.InPlace.L3.AffineLayer, 18094, 112, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 16, 4971
QLowMC.Round, 37095, 172, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 16, 5143
QLowMC.InPlace.L3.KeyExpansion, 18200, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 17, 4803
QLowMC.InPlace.L3.AffineLayer, 18333, 95, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 17, 5561
QLowMC.Round, 37325, 155, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 17, 5562
QLowMC.InPlace.L3.KeyExpansion, 18172, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 18, 5235
QLowMC.InPlace.L3.AffineLayer, 18230, 98, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 18, 5256
QLowMC.Round, 37194, 158, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 18, 5257
QLowMC.InPlace.L3.KeyExpansion, 18378, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 19, 5269
QLowMC.InPlace.L3.AffineLayer, 18089, 90, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 19, 5001
QLowMC.Round, 37259, 150, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 19, 5270
QLowMC.InPlace.L3.KeyExpansion, 18185, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 20, 4764
QLowMC.InPlace.L3.AffineLayer, 18272, 98, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 20, 4718
QLowMC.Round, 37249, 158, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 20, 4765
QLowMC.InPlace.L3.KeyExpansion, 18322, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 21, 4931
QLowMC.InPlace.L3.AffineLayer, 18341, 101, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 21, 4932
QLowMC.Round, 37455, 161, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 21, 4933
QLowMC.InPlace.L3.KeyExpansion, 18208, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 22, 4888
QLowMC.InPlace.L3.AffineLayer, 18177, 94, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 22, 5286
QLowMC.Round, 37177, 154, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 22, 5287
QLowMC.InPlace.L3.KeyExpansion, 18280, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 23, 5187
QLowMC.InPlace.L3.AffineLayer, 18244, 97, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 23, 4766
QLowMC.Round, 37316, 157, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 23, 5188
QLowMC.InPlace.L3.KeyExpansion, 18252, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 24, 5060
QLowMC.InPlace.L3.AffineLayer, 18273, 88, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 24, 5022
QLowMC.Round, 37317, 148, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 24, 5061
QLowMC.InPlace.L3.KeyExpansion, 18277, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 25, 5093
QLowMC.InPlace.L3.AffineLayer, 18159, 108, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 25, 4839
QLowMC.Round, 37228, 168, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 25, 5094
QLowMC.InPlace.L3.KeyExpansion, 18238, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 26, 5022
QLowMC.InPlace.L3.AffineLayer, 18052, 92, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 26, 5040
QLowMC.Round, 37082, 152, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 26, 5041
QLowMC.InPlace.L3.KeyExpansion, 18100, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 27, 4910
QLowMC.InPlace.L3.AffineLayer, 18359, 91, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 27, 5249
QLowMC.Round, 37251, 151, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 27, 5250
QLowMC.InPlace.L3.KeyExpansion, 18167, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 28, 4874
QLowMC.InPlace.L3.AffineLayer, 18339, 102, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 28, 5457
QLowMC.Round, 37298, 162, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 28, 5458
QLowMC.InPlace.L3.KeyExpansion, 18333, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 29, 5190
QLowMC.InPlace.L3.AffineLayer, 18205, 98, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 29, 4790
QLowMC.Round, 37330, 158, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 29, 5191
QLowMC.InPlace.L3.KeyExpansion, 18285, 0, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 30, 5195
QLowMC.InPlace.L3.AffineLayer, 18286, 92, 0, 0, 0, 0, 192, 0, in_place = true - L3 - round 30, 5097
QLowMC.Round, 37363, 152, 210, 0, 0, 1, 414, 7, in_place = true - L3 - round 30, 5196
QLowMC.InPlace.L5.KeyExpansion, 32518, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 0, 8967
QLowMC.InPlace.L5.KeyExpansion, 32525, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 1, 9358
QLowMC.InPlace.L5.AffineLayer, 32714, 137, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 1, 8603
QLowMC.Round, 66095, 197, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 1, 9359
QLowMC.InPlace.L5.KeyExpansion, 32415, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 2, 8553
QLowMC.InPlace.L5.AffineLayer, 32261, 127, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 2, 8245
QLowMC.Round, 65532, 187, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 2, 8554
QLowMC.InPlace.L5.KeyExpansion, 32637, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 3, 8820
QLowMC.InPlace.L5.AffineLayer, 32584, 119, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 3, 8669
QLowMC.Round, 66077, 179, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 3, 8821
QLowMC.InPlace.L5.KeyExpansion, 32602, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 4, 9056
QLowMC.InPlace.L5.AffineLayer, 32483, 122, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 4, 8460
QLowMC.Round, 65941, 182, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 4, 9057
QLowMC.InPlace.L5.KeyExpansion, 32391, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 5, 8152
QLowMC.InPlace.L5.AffineLayer, 32487, 127, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 5, 8938
QLowMC.Round, 65734, 187, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 5, 8939
QLowMC.InPlace.L5.KeyExpansion, 32464, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 6, 8747
QLowMC.InPlace.L5.AffineLayer, 32526, 131, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 6, 8487
QLowMC.Round, 65846, 191, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 6, 8748
QLowMC.InPlace.L5.KeyExpansion, 32520, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 7, 8729
QLowMC.InPlace.L5.AffineLayer, 32526, 130, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 7, 8732
QLowMC.Round, 65902, 190, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 7, 8733
QLowMC.InPlace.L5.KeyExpansion, 32999, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 8, 8997
QLowMC.InPlace.L5.AffineLayer, 32333, 129, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 8, 8264
QLowMC.Round, 66188, 189, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 8, 8998
QLowMC.InPlace.L5.KeyExpansion, 32329, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 9, 9088
QLowMC.InPlace.L5.AffineLayer, 32258, 112, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 9, 8334
QLowMC.Round, 65443, 172, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 9, 9089
QLowMC.InPlace.L5.KeyExpansion, 32209, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 10, 8405
QLowMC.InPlace.L5.AffineLayer, 32433, 139, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 10, 8564
QLowMC.Round, 65498, 199, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 10, 8565
QLowMC.InPlace.L5.KeyExpansion, 32398, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 11, 8971
QLowMC.InPlace.L5.AffineLayer, 32463, 122, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 11, 8583
QLowMC.Round, 65717, 182, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 11, 8972
QLowMC.InPlace.L5.KeyExpansion, 32383, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 12, 8394
QLowMC.InPlace.L5.AffineLayer, 32472, 135, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 12, 8987
QLowMC.Round, 65711, 195, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 12, 8988
QLowMC.InPlace.L5.KeyExpansion, 32644, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 13, 8590
QLowMC.InPlace.L5.AffineLayer, 32319, 123, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 13, 8510
