operation, CNOT count, 1-qubit Clifford count, T count, R count, M count, T depth, initial width, extra width, comment, full depth
QLowMC.InPlace.L5.AffineLayer_r11, 32463, 122, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 11, 8583
QLowMC.Round, 65717, 182, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 11, 8972
QLowMC.InPlace.L5.KeyExpansion_r12, 32383, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 12, 8394
QLowMC.InPlace.L5.AffineLayer_r12, 32472, 135, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 12, 8987
QLowMC.Round, 65711, 195, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 12, 8988
QLowMC.InPlace.L5.KeyExpansion_r13, 32644, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 13, 8590
QLowMC.InPlace.L5.AffineLayer_r13, 32319, 123, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 13, 8510
QLowMC.Round, 65819, 183, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 13, 8591
QLowMC.InPlace.L5.KeyExpansion_r14, 32447, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 14, 8397
QLowMC.InPlace.L5.AffineLayer_r14, 32315, 121, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 14, 8481
QLowMC.Round, 65618, 181, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 14, 8482
QLowMC.InPlace.L5.KeyExpansion_r15, 32478, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 15, 8504
QLowMC.InPlace.L5.AffineLayer_r15, 32668, 132, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 15, 8756
QLowMC.Round, 66002, 192, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 15, 8757
QLowMC.InPlace.L5.KeyExpansion_r16, 32458, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 16, 8590
QLowMC.InPlace.L5.AffineLayer_r16, 32670, 122, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 16, 8864
QLowMC.Round, 65984, 182, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 16, 8865
QLowMC.InPlace.L5.KeyExpansion_r17, 32563, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 17, 8872
QLowMC.InPlace.L5.AffineLayer_r17, 32571, 120, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 17, 9249
QLowMC.Round, 65990, 180, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 17, 9250
QLowMC.InPlace.L5.KeyExpansion_r18, 32707, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 18, 8560
QLowMC.InPlace.L5.AffineLayer_r18, 32353, 132, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 18, 8464
QLowMC.Round, 65916, 192, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 18, 8561
QLowMC.InPlace.L5.KeyExpansion_r19, 32222, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 19, 9087
QLowMC.InPlace.L5.AffineLayer_r19, 32612, 133, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 19, 8340
QLowMC.Round, 65690, 193, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 19, 9088
QLowMC.InPlace.L5.KeyExpansion_r20, 32313, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 20, 8791
QLowMC.InPlace.L5.AffineLayer_r20, 32463, 145, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 20, 8112
QLowMC.Round, 65632, 205, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 20, 8792
QLowMC.InPlace.L5.KeyExpansion_r21, 32079, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 21, 8509
QLowMC.InPlace.L5.AffineLayer_r21, 32597, 124, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 21, 9176
QLowMC.Round, 65532, 184, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 21, 9177
QLowMC.InPlace.L5.KeyExpansion_r22, 32494, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 22, 8847
QLowMC.InPlace.L5.AffineLayer_r22, 32696, 127, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 22, 8670
QLowMC.Round, 66046, 187, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 22, 8848
QLowMC.InPlace.L5.KeyExpansion_r23, 32465, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 23, 8781
QLowMC.InPlace.L5.AffineLayer_r23, 32520, 135, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 23, 8567
QLowMC.Round, 65841, 195, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 23, 8782
QLowMC.InPlace.L5.KeyExpansion_r24, 32411, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 24, 8477
QLowMC.InPlace.L5.AffineLayer_r24, 32573, 146, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 24, 8812
QLowMC.Round, 65840, 206, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 24, 8813
QLowMC.InPlace.L5.KeyExpansion_r25, 32055, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 25, 8609
QLowMC.InPlace.L5.AffineLayer_r25, 32705, 130, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 25, 8343
QLowMC.Round, 65616, 190, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 25, 8610
QLowMC.InPlace.L5.KeyExpansion_r26, 32459, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 26, 8338
QLowMC.InPlace.L5.AffineLayer_r26, 32840, 125, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 26, 9041
QLowMC.Round, 66155, 185, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 26, 9042
QLowMC.InPlace.L5.KeyExpansion_r27, 32469, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 27, 8439
QLowMC.InPlace.L5.AffineLayer_r27, 32673, 139, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 27, 9239
QLowMC.Round, 65998, 199, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 27, 9240
QLowMC.InPlace.L5.KeyExpansion_r28, 32634, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 28, 8468
QLowMC.InPlace.L5.AffineLayer_r28, 32684, 122, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 28, 9000
QLowMC.Round, 66174, 182, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 28, 9001
QLowMC.InPlace.L5.KeyExpansion_r29, 32660, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 29, 9064
QLowMC.InPlace.L5.AffineLayer_r29, 32689, 127, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 29, 8743
QLowMC.Round, 66205, 187, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 29, 9065
QLowMC.InPlace.L5.KeyExpansion_r30, 32468, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 30, 8587
QLowMC.InPlace.L5.AffineLayer_r30, 32366, 126, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 30, 8432
QLowMC.Round, 65690, 186, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 30, 8588
QLowMC.InPlace.L5.KeyExpansion_r31, 32421, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 31, 8967
QLowMC.InPlace.L5.AffineLayer_r31, 32500, 123, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 31, 8772
QLowMC.Round, 65777, 183, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 31, 8968
QLowMC.InPlace.L5.KeyExpansion_r32, 32425, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 32, 9016
QLowMC.InPlace.L5.AffineLayer_r32, 32554, 125, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 32, 8104
QLowMC.Round, 65835, 185, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 32, 9017
QLowMC.InPlace.L5.KeyExpansion_r33, 32536, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 33, 9062
QLowMC.InPlace.L5.AffineLayer_r33, 32279, 126, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 33, 8959
QLowMC.Round, 65671, 186, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 33, 9063
QLowMC.InPlace.L5.KeyExpansion_r34, 32453, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 34, 8225
QLowMC.InPlace.L5.AffineLayer_r34, 32623, 127, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 34, 8950
QLowMC.Round, 65932, 187, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 34, 8951
QLowMC.InPlace.L5.KeyExpansion_r35, 32550, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 35, 8709
QLowMC.InPlace.L5.AffineLayer_r35, 32549, 130, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 35, 9026
QLowMC.Round, 65955, 190, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 35, 9027
QLowMC.InPlace.L5.KeyExpansion_r36, 32572, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 36, 8382
QLowMC.InPlace.L5.AffineLayer_r36, 32488, 123, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 36, 8038
QLowMC.Round, 65916, 183, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 36, 8383
QLowMC.InPlace.L5.KeyExpansion_r37, 32502, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 37, 8941
QLowMC.InPlace.L5.AffineLayer_r37, 32455, 121, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 37, 8620
QLowMC.Round, 65813, 181, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 37, 8942
QLowMC.InPlace.L5.KeyExpansion_r38, 32484, 0, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 38, 9050
QLowMC.InPlace.L5.AffineLayer_r38, 32589, 123, 0, 0, 0, 0, 256, 0, in_place = true - L5 - round 38, 8714
QLowMC.Round, 65929, 183, 210, 0, 0, 1, 542, 7, in_place = true - L5 - round 38, 9051
QLowMC.Encrypt_l0, 32930, 1512, 4200, 0, 0, 20, 96, 307, L0, 4419
QLowMC.Encrypt_l1, 689944, 4932, 8400, 0, 0, 40, 384, 607, L1, 98699
QLowMC.Encrypt_l3, 2271870, 9398, 12600, 0, 0, 60, 576, 907, L3, 319317
QLowMC.Encrypt_l5, 5070324, 14274, 15960, 0, 0, 76, 768, 1147, L5, 693471
QLowMC.GroverOracle_l0_r1, 33169, 1739, 4324, 0, 42, 21, 65, 632, L0 - 1 pair, 4429
QLowMC.GroverOracle_l1_r1, 690961, 5917, 8908, 0, 191, 41, 257, 1328, L1 - 1 pair, 98709
QLowMC.GroverOracle_l3_r1, 2273397, 10881, 13364, 0, 286, 61, 385, 1992, L3 - 1 pair, 319323
QLowMC.GroverOracle_l5_r1, 5072343, 16209, 16980, 0, 372, 77, 513, 2536, L5 - 1 pair, 693477
QLowMC.GroverOracle_l0_r2, 66423, 3502, 8652, 0, 92, 21, 97, 1296, L0 - 2 pairs, 4429
QLowMC.GroverOracle_l1_r2, 1382143, 11774, 17820, 0, 362, 41, 385, 2784, L1 - 2 pairs, 98707
QLowMC.GroverOracle_l3_r2, 4547191, 21783, 26732, 0, 576, 61, 577, 4176, L3 - 2 pairs, 319329
QLowMC.GroverOracle_l5_r2, 10145281, 32567, 33964, 0, 783, 77, 769, 5328, L5 - 2 pairs, 693483
